passport_number,business_category,spending_category,spending_amount,tax_included,date_time,country,stay_duration_days,income_method,income_amount,currency
DE9487982,Shop,Shopping,4923.055797151261,No,2024-03-14,Germany,143,Remote Job,4177.766127354966,CNY
IN1972123,Tourist Attraction,Shopping,2864.465774945092,Yes,2024-09-02,India,129,Freelance,2037.7662064557755,USD
DE7876438,Shop,Entertainment,8854.550127612863,Yes,2024-10-26,Germany,147,Savings,2238.6717191375305,INR
IN8253924,Restaurant,Entertainment,3303.70071522398,No,2024-09-21,India,15,Pension,3085.313453438337,GBP
UK8746305,Restaurant,Entertainment,4763.04100262479,Yes,2025-03-27,UK,132,Remote Job,1738.0681248054457,GBP
DE0897647,Hotel,Food,1971.4764000515424,Yes,2024-06-03,Germany,105,Pension,4781.562942382813,JPY
CN604023865,Tourist Attraction,Accommodation,3725.482838164095,Yes,2024-05-17,China,120,Freelance,3465.868700443581,JPY
DE6093872,Hotel,Accommodation,7216.093890098113,No,2024-07-26,Germany,55,Savings,1052.0845465289483,EUR
P08926898,Restaurant,Food,1909.554181920257,No,2024-07-10,Australia,41,Freelance,2866.981621043178,USD
CN804170571,Shop,Accommodation,1614.6756861930164,Yes,2024-06-06,China,108,Freelance,2060.979052905842,CNY
P17802249,Shop,Food,2296.705253495324,No,2024-11-18,Japan,37,Remote Job,4182.760874318942,GBP
CN065371671,Shop,Food,1481.9442241916852,Yes,2024-10-10,China,30,Remote Job,4336.459371235926,JPY
USA7184862,Tourist Attraction,Food,6487.55560399932,No,2025-03-25,USA,34,Freelance,1675.2732049492663,JPY
P22777374,Restaurant,Entertainment,2450.149705592946,No,2024-03-13,Australia,143,Freelance,3089.45779465335,AUD
IN4666830,Shop,Food,1544.840425436665,No,2024-03-10,India,122,Remote Job,2453.152723615438,USD
P22329214,Tourist Attraction,Shopping,5113.200353788946,Yes,2024-11-05,Australia,59,Pension,4503.072742416117,JPY
P81112827,Restaurant,Entertainment,2693.458336356178,Yes,2024-08-22,Australia,137,Freelance,1751.8373727345174,EUR
UK6647140,Hotel,Entertainment,764.6541912276333,No,2025-03-28,UK,53,Freelance,3332.4033579967545,INR
P17739976,Tourist Attraction,Entertainment,1176.9167017401164,No,2024-08-24,Japan,107,Savings,2143.749870430349,INR
DE7875577,Tourist Attraction,Shopping,1047.6724411221503,Yes,2024-08-09,Germany,112,Pension,2978.448829906487,EUR
P80379193,Restaurant,Entertainment,7495.77146795848,No,2024-03-07,Australia,44,Pension,4452.73704293501,EUR
USA6569967,Shop,Food,7089.544736096702,Yes,2024-06-27,USA,171,Remote Job,4420.606556371247,EUR
DE3836017,Restaurant,Accommodation,2781.2157574066755,No,2025-02-03,Germany,8,Savings,1172.2145415698917,INR
UK4074744,Shop,Entertainment,2355.0101075016864,Yes,2025-01-14,UK,126,Savings,1906.5216768846224,AUD
P15165083,Tourist Attraction,Entertainment,4994.555983052419,Yes,2024-01-16,Japan,104,Freelance,2534.148454325511,CNY
IN7857463,Restaurant,Accommodation,7590.965790792373,Yes,2024-09-30,India,27,Pension,2507.7460188637847,CNY
UK0427941,Restaurant,Accommodation,2957.781725544436,Yes,2024-02-02,UK,138,Pension,1249.7183616903703,INR
P74766949,Tourist Attraction,Food,8670.737725070283,Yes,2024-10-29,Japan,57,Freelance,4614.350205392108,CNY
IN0616075,Hotel,Accommodation,9289.012082302504,No,2024-03-14,India,65,Remote Job,4518.1727707957525,USD
UK0289799,Shop,Entertainment,739.3459875252491,Yes,2024-06-19,UK,22,Freelance,4813.038416201147,AUD
P11935964,Hotel,Entertainment,5946.438468729663,Yes,2025-02-18,Japan,3,Pension,1292.4036243055248,CNY
USA0310676,Tourist Attraction,Entertainment,8084.35027133793,No,2024-02-28,USA,82,Pension,1647.8650345514488,JPY
P52877180,Hotel,Entertainment,1136.2531639117817,Yes,2024-07-16,Australia,7,Freelance,2525.764152484441,AUD
P14876079,Restaurant,Accommodation,2017.575380853615,Yes,2024-01-15,Australia,173,Freelance,4021.984148493761,JPY
CN224077321,Tourist Attraction,Food,2281.12640925392,No,2024-10-22,China,66,Savings,2916.722546419011,AUD
USA4443711,Restaurant,Accommodation,1423.8816897979043,Yes,2024-01-30,USA,105,Freelance,3301.810577222904,JPY
P58527478,Restaurant,Shopping,1863.4941870872344,Yes,2024-04-15,Australia,104,Remote Job,4481.286876210889,CNY
USA2452761,Tourist Attraction,Entertainment,3891.5050185213386,No,2024-05-10,USA,120,Pension,2083.319582925803,INR
P70571812,Tourist Attraction,Shopping,3840.105198301547,No,2025-03-13,Australia,120,Savings,3311.2548648061006,GBP
CN864537265,Restaurant,Food,4007.156248173588,Yes,2025-02-14,China,117,Freelance,3172.6071454275684,INR
P27188642,Restaurant,Entertainment,5620.46692721663,Yes,2024-06-01,Japan,52,Pension,3607.7328432033455,JPY
USA5291427,Hotel,Food,5477.863857837173,Yes,2025-04-04,USA,98,Freelance,3090.2211383907447,JPY
P78818764,Shop,Shopping,7781.700839023411,No,2024-11-08,Australia,71,Pension,2307.3826454644386,CNY
CN235475535,Restaurant,Accommodation,9656.76832854606,No,2024-08-25,China,161,Pension,4930.89807248063,INR
P78818764,Restaurant,Entertainment,4809.564816325455,No,2024-10-29,Australia,71,Pension,2307.3826454644386,CNY
P27249784,Tourist Attraction,Accommodation,7159.830240607284,Yes,2024-07-29,Australia,11,Savings,2537.7957902058142,GBP
P75588923,Shop,Entertainment,5800.2148221331545,Yes,2024-02-02,Japan,174,Savings,2709.2015299003324,CNY
IN7556561,Hotel,Shopping,9683.791222190155,No,2024-07-02,India,77,Freelance,3433.168727046237,INR
DE9349184,Shop,Food,741.2449768694742,Yes,2024-03-25,Germany,87,Savings,2912.9581265804845,EUR
IN3582271,Hotel,Entertainment,4792.274556870028,Yes,2024-07-04,India,47,Freelance,4191.522795248696,AUD
CN087736614,Tourist Attraction,Accommodation,5867.94619342806,No,2024-09-01,China,22,Remote Job,4422.778779927814,GBP
UK9905265,Shop,Entertainment,5834.902349064434,Yes,2024-04-22,UK,148,Savings,2126.7005415215,INR
DE0949105,Tourist Attraction,Accommodation,2498.236470229272,Yes,2024-01-23,Germany,55,Freelance,1433.0489382306523,CNY
UK8718742,Restaurant,Food,3018.076191421612,No,2024-04-21,UK,163,Remote Job,4123.185986466851,USD
IN1835347,Tourist Attraction,Shopping,4178.722437365963,No,2025-04-07,India,171,Pension,1132.5857431208233,USD
IN6911092,Tourist Attraction,Food,7494.130858456682,No,2024-05-16,India,116,Savings,2076.7017418647547,AUD
DE5454695,Shop,Accommodation,6332.4043353727975,No,2024-12-10,Germany,16,Freelance,2167.8527148995545,USD
USA2243255,Hotel,Entertainment,1544.1579681112191,Yes,2024-06-26,USA,133,Remote Job,4145.199845563988,GBP
USA8062069,Hotel,Accommodation,8351.695787964894,No,2024-12-28,USA,34,Remote Job,4453.903680412672,CNY
P42927754,Hotel,Food,8893.706573488824,No,2024-07-10,Japan,57,Pension,1738.6972790937407,USD
IN8783944,Restaurant,Accommodation,6383.15524878916,No,2024-07-18,India,77,Pension,4603.17002266423,INR
USA6480003,Hotel,Entertainment,6434.350977647322,No,2024-01-16,USA,167,Savings,3691.823839789761,GBP
USA6569967,Shop,Entertainment,8899.534341026456,No,2024-06-05,USA,171,Remote Job,4420.606556371247,EUR
DE9487982,Hotel,Shopping,9655.7867511046,No,2024-05-29,Germany,143,Remote Job,4177.766127354966,CNY
IN3156570,Shop,Shopping,795.8943363062544,Yes,2025-03-16,India,116,Freelance,4097.195375331961,GBP
USA4495793,Hotel,Food,7641.645927867575,Yes,2024-10-29,USA,178,Savings,2541.136098373036,JPY
USA4911491,Shop,Entertainment,8770.83009390962,Yes,2024-12-20,USA,45,Freelance,4034.960310924675,AUD
USA3263956,Hotel,Shopping,9109.97789856718,No,2024-01-22,USA,47,Freelance,1338.148935790152,GBP
CN803549892,Shop,Accommodation,3509.1177143704526,No,2025-01-24,China,57,Pension,2667.691001709539,CNY
DE4361599,Hotel,Accommodation,8475.514688766285,Yes,2024-11-27,Germany,179,Pension,4378.687030797242,INR
IN9492516,Tourist Attraction,Shopping,8746.299626408163,No,2024-06-12,India,59,Remote Job,4052.4146573628313,JPY
IN9862474,Restaurant,Food,9656.324027135455,No,2025-01-17,India,46,Savings,2352.922816952633,USD
USA0879301,Restaurant,Food,3580.1040069545443,Yes,2024-04-07,USA,4,Remote Job,2224.3852315986323,INR
USA7740582,Hotel,Accommodation,5299.563137144694,No,2025-03-18,USA,18,Remote Job,4760.732085154164,INR
USA0334949,Restaurant,Accommodation,1225.073952208485,No,2024-11-20,USA,110,Freelance,1419.9497685409915,USD
IN4955082,Hotel,Shopping,7576.70489820093,Yes,2024-03-13,India,119,Freelance,2204.4766993859616,GBP
USA2966496,Shop,Accommodation,4852.948073306624,Yes,2024-10-25,USA,136,Pension,3483.1307785242734,INR
UK1698961,Restaurant,Food,7982.62914616626,Yes,2024-02-05,UK,66,Savings,4405.970872155495,GBP
DE4740483,Shop,Entertainment,8099.757038142065,Yes,2025-03-27,Germany,120,Freelance,2251.06809458113,AUD
P38700577,Restaurant,Food,829.615547968358,No,2024-04-15,Australia,127,Savings,2540.5033647954406,GBP
UK3174263,Hotel,Food,4827.71343382214,No,2024-06-25,UK,149,Remote Job,3056.8258047262284,USD
DE2775538,Restaurant,Food,6539.779114908617,Yes,2025-03-08,Germany,15,Remote Job,1399.4111098208791,AUD
IN5441608,Hotel,Accommodation,7311.35753140821,Yes,2024-12-30,India,94,Savings,3973.910590489576,GBP
P24596599,Hotel,Food,7361.918256172878,No,2024-08-05,Australia,165,Pension,1241.7681692721194,AUD
P97662525,Restaurant,Accommodation,1395.6730562338305,No,2024-03-18,Australia,106,Freelance,1336.4623294142712,USD
DE9853964,Shop,Accommodation,5839.7105396033485,Yes,2024-09-26,Germany,180,Freelance,3092.1261026634725,USD
CN551653949,Shop,Entertainment,3839.651546538444,No,2024-04-17,China,18,Remote Job,1555.818867640288,INR
USA7740582,Tourist Attraction,Entertainment,4736.974794876918,Yes,2024-04-22,USA,18,Remote Job,4760.732085154164,INR
UK5146840,Hotel,Entertainment,4514.827411615021,No,2024-02-03,UK,44,Pension,3566.5400063874195,JPY
DE7454209,Shop,Entertainment,5441.16020469636,Yes,2024-10-01,Germany,78,Freelance,2274.981476531434,EUR
USA7341249,Shop,Accommodation,8005.981047345061,No,2024-08-30,USA,40,Savings,2930.650694550893,CNY
P31946436,Shop,Entertainment,3679.871232042146,No,2024-06-07,Australia,85,Pension,4849.265316776589,EUR
P58399594,Shop,Accommodation,4937.33704449833,Yes,2024-10-11,Japan,61,Freelance,2538.978546105005,INR
UK0427941,Tourist Attraction,Accommodation,7704.794616430194,No,2024-08-14,UK,138,Pension,1249.7183616903703,INR
P03469874,Restaurant,Accommodation,852.7605341306953,No,2024-05-22,Japan,163,Remote Job,2300.529190965622,GBP
UK6962923,Restaurant,Entertainment,862.6849321907769,Yes,2024-03-11,UK,91,Remote Job,1030.1707585240858,USD
P19605825,Tourist Attraction,Food,9666.587009906232,Yes,2025-03-19,Australia,80,Remote Job,3156.018717536989,AUD
UK9114660,Shop,Entertainment,7347.632166223068,No,2024-07-07,UK,134,Remote Job,3320.799267711007,INR
P17802249,Restaurant,Shopping,3656.773351626021,No,2024-02-23,Japan,37,Remote Job,4182.760874318942,GBP
USA0310676,Shop,Food,2649.83438587677,Yes,2024-04-29,USA,82,Pension,1647.8650345514488,JPY
DE0011710,Hotel,Food,4076.7305748129697,Yes,2024-01-15,Germany,171,Freelance,1123.406233351274,USD
P20658341,Tourist Attraction,Food,9543.641033848338,No,2024-03-02,Japan,165,Freelance,4924.475758063272,CNY
USA4836136,Shop,Accommodation,2405.6041792159517,No,2024-01-15,USA,47,Freelance,2021.680365106076,CNY
UK2641822,Tourist Attraction,Shopping,3769.137293861872,Yes,2024-06-24,UK,58,Remote Job,1135.484455902136,EUR
USA7495889,Restaurant,Food,1116.639232187953,Yes,2024-02-02,USA,30,Savings,4492.793449245359,AUD
USA7740582,Restaurant,Food,6082.895958481652,Yes,2024-06-09,USA,18,Remote Job,4760.732085154164,INR
USA9008159,Restaurant,Shopping,2903.1554035782788,No,2024-11-12,USA,170,Remote Job,3737.3000923821673,JPY
USA1699680,Hotel,Accommodation,9258.28603131526,No,2024-10-03,USA,156,Remote Job,1111.4018059567493,JPY
P27188642,Shop,Shopping,8948.718166432142,No,2024-02-20,Japan,52,Pension,3607.7328432033455,JPY
P15113029,Tourist Attraction,Accommodation,9030.863654339008,No,2025-04-29,Japan,113,Pension,4234.126131768206,EUR
IN4066503,Shop,Food,1580.3210555226506,Yes,2024-05-21,India,126,Savings,2390.733510931599,USD
CN574911233,Tourist Attraction,Shopping,8518.625126337723,Yes,2024-06-06,China,23,Remote Job,1381.2556169976406,INR
P41987868,Tourist Attraction,Entertainment,1820.3022482814624,Yes,2024-05-19,Japan,85,Remote Job,4095.528405007073,INR
IN7327353,Tourist Attraction,Accommodation,5178.6052580194055,Yes,2024-02-26,India,11,Freelance,4295.50940672618,USD
CN858945622,Tourist Attraction,Entertainment,3997.2310170993487,Yes,2024-07-18,China,23,Pension,2769.7075222192807,GBP
P50248806,Hotel,Shopping,9082.314844999184,Yes,2024-10-02,Australia,25,Pension,3761.969515143217,USD
CN809600165,Hotel,Entertainment,730.8673452671281,No,2024-01-04,China,156,Savings,4368.039099428876,GBP
USA0491643,Tourist Attraction,Food,5169.141506675674,No,2024-01-17,USA,105,Remote Job,2824.275659046765,AUD
UK0434414,Hotel,Food,9327.749603685825,No,2024-11-21,UK,75,Savings,1771.7369901531192,JPY
USA5232486,Shop,Food,5733.108539088152,No,2024-05-18,USA,91,Savings,4610.08489987782,CNY
DE7203349,Shop,Accommodation,4353.309981293481,Yes,2024-03-01,Germany,125,Remote Job,3942.82019176082,CNY
P26104194,Shop,Accommodation,6130.322233937047,Yes,2024-12-20,Japan,13,Remote Job,3314.1051560668934,AUD
CN665190898,Tourist Attraction,Entertainment,5770.893763432846,Yes,2024-05-14,China,176,Savings,3668.3300538426697,GBP
P20204474,Tourist Attraction,Accommodation,3554.455592069355,Yes,2025-02-07,Japan,168,Pension,1656.139728536381,CNY
IN2326949,Shop,Food,1735.322625146609,Yes,2024-05-08,India,112,Pension,4388.637271126916,JPY
CN652392063,Shop,Accommodation,3166.405575278007,Yes,2024-01-02,China,3,Remote Job,2923.6195787749384,JPY
P43177910,Restaurant,Entertainment,5562.403435498562,Yes,2025-02-20,Australia,154,Remote Job,2257.0451041813467,GBP
IN8746222,Restaurant,Accommodation,4475.4310336219305,No,2024-11-25,India,30,Savings,1880.8932351386647,EUR
P24544701,Restaurant,Shopping,3665.4813090476746,Yes,2025-03-03,Australia,81,Remote Job,2877.711759778842,EUR
USA1699680,Shop,Shopping,6733.774667874695,Yes,2025-03-21,USA,156,Remote Job,1111.4018059567493,JPY
DE4599648,Shop,Shopping,6599.338894946173,Yes,2024-08-03,Germany,23,Remote Job,4441.308624026429,USD
USA6556711,Shop,Food,1810.630917415939,No,2025-04-10,USA,12,Remote Job,4014.526062565256,EUR
USA3694469,Shop,Accommodation,605.509588815705,Yes,2025-03-28,USA,50,Pension,3914.212885436326,JPY
P96392626,Shop,Food,5696.972829344051,Yes,2024-06-07,Japan,63,Freelance,4692.926013849012,USD
DE3218085,Tourist Attraction,Shopping,6841.541889914522,Yes,2024-12-30,Germany,13,Pension,4718.887195634301,AUD
USA4456590,Hotel,Shopping,5376.398323795028,Yes,2024-04-05,USA,59,Pension,4790.198789980607,EUR
DE3218085,Shop,Shopping,3404.034640429076,Yes,2024-10-19,Germany,13,Pension,4718.887195634301,AUD
P22966130,Shop,Shopping,4853.082928192884,Yes,2024-10-13,Japan,30,Savings,3530.1725081077925,AUD
USA7895049,Tourist Attraction,Food,3399.263276082834,Yes,2025-02-15,USA,101,Savings,2820.204869001025,CNY
CN837313367,Restaurant,Food,4527.8851652789,No,2024-07-30,China,161,Freelance,1688.6007229957263,CNY
P98013138,Tourist Attraction,Entertainment,8181.323094945125,No,2024-09-05,Australia,90,Remote Job,4646.565790165081,EUR
CN057900375,Restaurant,Accommodation,1663.2596030331515,No,2024-07-29,China,102,Savings,4498.650338255336,INR
CN481595136,Tourist Attraction,Accommodation,6447.558985872296,No,2025-04-15,China,172,Freelance,1845.6770047226385,USD
P83382440,Tourist Attraction,Accommodation,9082.057456616489,Yes,2024-12-25,Australia,175,Savings,2630.338200488014,JPY
P02843346,Hotel,Entertainment,6849.164202378247,Yes,2024-12-19,Australia,145,Pension,3345.8550419046724,USD
USA2176861,Shop,Food,7281.888113082596,Yes,2024-07-01,USA,128,Pension,3455.001076340349,GBP
CN791079834,Tourist Attraction,Accommodation,5363.078095488482,Yes,2025-02-25,China,127,Pension,3817.276014893388,GBP
IN3161993,Restaurant,Entertainment,9678.8629503266,No,2024-07-17,India,138,Remote Job,2006.7581101533465,USD
DE0897647,Restaurant,Entertainment,5735.732257764324,No,2024-08-02,Germany,105,Pension,4781.562942382813,JPY
UK8915233,Tourist Attraction,Accommodation,4772.111737956576,Yes,2024-04-18,UK,161,Remote Job,3721.518610560824,GBP
P41209784,Shop,Entertainment,3331.814464854365,Yes,2024-08-18,Australia,17,Freelance,4115.835981234152,AUD
P52423950,Tourist Attraction,Accommodation,6205.70340245101,No,2024-06-14,Australia,99,Freelance,4885.368888720644,JPY
UK1735455,Shop,Shopping,1525.5048524977078,No,2024-03-12,UK,111,Freelance,1879.770816848025,GBP
CN918448807,Hotel,Food,5011.325853901199,No,2025-03-23,China,77,Freelance,3947.295590866857,USD
IN5441608,Shop,Accommodation,2759.9963403828438,Yes,2024-08-28,India,94,Savings,3973.910590489576,GBP
IN4881546,Hotel,Accommodation,962.6507827330554,No,2025-01-31,India,90,Freelance,3126.400102359152,GBP
DE0011112,Restaurant,Entertainment,6897.367993952467,No,2024-02-20,Germany,168,Savings,4087.263344678463,JPY
IN3158905,Tourist Attraction,Accommodation,2594.8949594891437,Yes,2024-07-27,India,37,Remote Job,4236.231722270868,JPY
UK8966474,Restaurant,Shopping,2495.266168350357,No,2025-02-03,UK,128,Savings,4272.298068030145,JPY
P96136997,Restaurant,Food,2193.312817330842,No,2024-07-02,Japan,121,Remote Job,2951.862075531472,GBP
CN526440969,Tourist Attraction,Food,2935.9907221993326,Yes,2024-06-23,China,14,Pension,1043.2622170584957,USD
UK3464958,Shop,Accommodation,5193.494223649013,Yes,2025-04-24,UK,176,Pension,3174.0542964019355,AUD
P28324006,Restaurant,Accommodation,9049.841573236245,Yes,2024-02-22,Japan,175,Pension,1584.570785259294,EUR
P29920512,Tourist Attraction,Accommodation,5692.7557024127855,Yes,2025-02-22,Japan,164,Pension,3598.959731806599,AUD
USA4911491,Restaurant,Entertainment,8972.019236350603,No,2024-06-07,USA,45,Freelance,4034.960310924675,AUD
DE7207501,Restaurant,Accommodation,4824.132635173425,Yes,2025-04-25,Germany,114,Freelance,4632.526781428158,USD
P96430448,Hotel,Accommodation,6232.674435279297,Yes,2024-01-30,Japan,106,Remote Job,3457.7836680476044,CNY
UK0165545,Hotel,Accommodation,5597.746028495994,Yes,2024-10-18,UK,107,Pension,4913.709489429993,USD
P28324006,Hotel,Entertainment,5533.978708003741,Yes,2024-09-02,Japan,175,Pension,1584.570785259294,EUR
UK3697704,Restaurant,Shopping,1086.5988476188572,No,2024-03-03,UK,46,Pension,4929.642416355469,GBP
CN623244727,Shop,Accommodation,4588.970367586202,Yes,2024-08-31,China,89,Savings,1860.1660817687891,AUD
UK0434414,Restaurant,Entertainment,2654.126128942064,Yes,2024-03-09,UK,75,Savings,1771.7369901531192,JPY
CN199457621,Restaurant,Food,2144.89609773788,No,2024-07-19,China,76,Freelance,4531.1079564545,JPY
CN892662308,Restaurant,Food,6466.28808216773,No,2024-11-06,China,92,Remote Job,4399.967076298618,JPY
P54937591,Restaurant,Entertainment,929.312028617124,No,2024-01-22,Japan,61,Savings,2502.972257955303,GBP
UK8962462,Restaurant,Food,5766.681843230173,No,2024-10-08,UK,52,Remote Job,1645.2954365584897,USD
IN5873221,Restaurant,Food,4946.384397118229,Yes,2024-08-06,India,159,Savings,2437.4855358186187,EUR
IN0616075,Shop,Food,7375.594278273535,No,2025-01-05,India,65,Remote Job,4518.1727707957525,USD
UK4143085,Tourist Attraction,Shopping,3551.786381667957,No,2024-03-03,UK,63,Savings,2629.451270094174,EUR
UK2249056,Restaurant,Accommodation,7135.657503339298,No,2024-06-03,UK,43,Remote Job,1105.64820787256,USD
DE9853964,Restaurant,Entertainment,7861.262262896747,Yes,2024-03-10,Germany,180,Freelance,3092.1261026634725,USD
P58399594,Restaurant,Entertainment,1320.7475367192746,Yes,2025-04-04,Japan,61,Freelance,2538.978546105005,INR
CN265288735,Tourist Attraction,Food,5168.3235526719145,No,2024-01-08,China,140,Pension,3988.7369707753096,GBP
USA2815765,Shop,Accommodation,4730.819421991413,No,2024-11-29,USA,123,Freelance,1536.5064335571346,USD
CN998863438,Restaurant,Entertainment,2436.818848661612,No,2024-02-07,China,118,Remote Job,1094.318060950921,CNY
